OBJECTID,Kommentar,Kulp_nedstrøms,Avstand til kulp,Beskrivelse av kulp,Vanndybde_nedstrøms,Stedsnavn,Studentenes vurdering,Anadrom strekning?,Over driftskontrakt?,Type tiltak,Prioritering,Fagkommentar,Kontrollert,Vassdragets viktighet,x,y
134,"Ikke under fylkesvei, på siden. Stikkrenne ligger lavt i bekken. Mye mudder og gjengrodd bekk. ",Nei,0,,20.0,Søm ,Nei,,,, ,,Nei,,"95 467,512","6 463 718,345"
135,"Noe kvist nedstrøms, kort avstand til sjøen, litt lang, og rist foran. Rist er hinder ",Nei,0,,30.0,Søm ,Ja,Ja,Ja,MindreUtbedring,1,det er noen vannslanger som skal bort,Nei,,"95 924,398","6 462 637,992"
136,"Ser ikke gjennom kulvert. Veldig stillestående vann. Sikkert ok, mulig hinder lengre nedstrøms. Mye vegetasjon i bekk.",Nei,0,,30.0,Søm,Nei,,,, ,,Nei,,"95 003,688","6 462 146,836"
137,"Ikke hinder, bekk fin ut mot sjøen. ",Nei,0,,30.0,Søm,Nei,,,, ,,Nei,,"93 933,437","6 463 077,458"
138,Ikke nødvendigvis vandringshinder selve kulverten. Men kommer hinder lengre nedstrøms sannsynligvis. Ny liten betongstikkrenne.,Nei,0,,2.0,Søm,Usikker,,,, ,,Nei,,"96 152,812","6 466 183,99"
139,"Noe igjengrodd bekk, men kulvert er grei, fin gammel steinkulvert. ",Nei,0,,10.0,Søm,Nei,,,, ,,Nei,,"97 706,204","6 464 798,978"
140,Fin kulvert. Selve kulvert er ikke hinder. Bra ,Nei,0,,25.0,Søm,Nei,,,, ,,Nei,,"97 733,887","6 464 312,215"
141,Selve kulvert ok. Mye sediment og planter i bekk. Mye landbruksavrenning,Nei,0,,10.0,Søm ,Nei,,,, ,,Nei,,"96 712,473","6 466 280,365"
142,"Grei kulvert, sikkert ok for Aure fra tjern til tjern. Noe tør oppstrøms. Gammel kulvert ",Nei,0,,30.0,Søm ,Nei,,,, ,,Nei,,"98 049,54","6 466 179,936"
143,"Usikker på vandring gjennom selve kulvert, er litt liten ",Ja,70,"Grunn steinkulp 10cm vann nå, sikkert fin ved meir nedbør. ",10.0,Søm ,Usikker,,,, ,,Nei,,"99 178,711","6 466 029,898"
144,"Noe hinder, kvist oppstrøms. Grei kulvert. Noe hopp opp til kulvert nå, men renger med denne er grei ved høyere vannstand. Ser en del fisk nedstrøms ",Nei,20,,40.0,Høvåg ,Usikker,,,, ,,Nei,,"99 325,739","6 466 524,664"
145,"Fin bru, over 250cm. Ikke hinder, fungerer bra. ",Nei,0,,50.0,Høvåg ,Nei,,,, ,,Nei,,"99 398,35","6 467 168,676"
146,Gjennfinner ikke utløp,,,,,Søm,,,,, ,,Nei,,"99 570,238","6 467 198,999"
147,fin og stor og dyp,Nei,0,,50.0,Isefjær,Nei,,,, ,,Nei,,"99 806,139","6 467 423,673"
148,"Grei kulvert, ikke hinder. Noe gjengrodd nedstrøms.",Nei,0,,25.0,Kvinesdal,Nei,,,, ,,Nei,,"28 927,107","6 490 801,184"
149,"Grei kulvert, flat og brei. Noe gjengroing og slam i bekk.",Nei,0,,20.0,Kvinesdal ,Nei,,,, ,,Nei,,"28 160,116","6 490 304,127"
150,"Veldig tør og gjenngrodd bekk, kulvert fin ",Nei,0,,0.0,Kvinesdal ,Nei,,,, ,,Nei,,"26 765,564","6 489 443,753"
151,"Slammete og sannsynligvis noe tett kulvert. Lite betongrør under bru. Veldig stillestående og slammete vann, ikke bra habitat nedstrøms ",Nei,0,,30.0,Øyesletta ( ''jordbruksbekk''),Ja,,,, ,,Nei,,"26 373,92","6 489 155,839"
152,"Er bratt, men sannsynligvis ikke barriere, mulig noe hinder. Men bør greit kunne hoppes ",Ja,70,Dyp stor naturlig kulp ,50.0,Kvinesdal ,Ja,,,, ,,Nei,,"26 369,811","6 489 160,777"
153,"Fin kulvert, ser fisk nedstrøms. Litt gjengrodd, men grei bekk. ",Nei,0,,50.0,Kvinesdal ,Nei,,,, ,,Nei,,"25 219,244","6 488 877,677"
154,"Ikke hinder, men veldig begrenset bekk. Gjengrodd og mye sediment, og avrenning ",Nei,20,,20.0,Kvinesdal ,Nei,,,, ,,Nei,,"25 395,406","6 488 782,448"
155,"Veldig tør bekk, noe slammete og jord som sediment.  Ikke beste habitatet nedstrøms, men ok. Bør ikke være hinder ",Nei,20,,2.0,Høvåg ,Usikker,,,, ,,Nei,,"102 074,129","6 464 361,415"
156,"Fin kulvert, bekk kunne hatt noe gytegrus",Nei,0,,2.0,Høvåg ,Nei,,,, ,,Nei,,"102 165,485","6 464 281,755"
157,"Grei kulvert, ikke hinder. Mye vegetasjon, kunne hatt grus ",Nei,0,,25.0,Høvåg ,Nei,,,, ,,Nei,,"102 067,594","6 464 368,566"
158,"Noe hinder for ål muligens, og kunne vært dannet noe kulp nedstrøms. Men anadrom fisk bør kunne gjennomvandring med høy vannføring. ",Nei,25,,10.0,Høvåg ,Usikker,,,, ,,Nei,,"102 537,433","6 463 969,993"
159,Kulvert igjengrodd og fylt igjen med jord/slam nedstrøms. Bekkeløp er tørt og fult med kvist og jord. Bekk må graves ut for at denne skal kunne vandres og kulvert må graves ut og utbedres ,Nei,0,,10.0,Høvåg ,Ja,,,, ,,Nei,,"102 464,384","6 463 336,139"
160,"Fin kulvert, bra substrat i bekk. Når det er så tørt som nå så vil noe saltvann flytte gjennom kulvert. Men ok. ",Nei,0,,20.0,Høvåg ,Nei,,,, ,,Nei,,"101 203,365","6 463 135,622"
161,"Ikke egnet habitat for ferskvannsfisk, noe rumpetroll nedstrøms. Ikke relevandt ",Nei,0,,20.0,Ramsdalen,Nei,,,, ,,Nei,,"102 343,205","6 465 733,244"
162,"2 plast stikkrenner etter hverandre, mulig disse kan gjennomvandres. Veldig gjengrodd og begrenset bekk",Nei,0,,2.0,Høvåg ,Usikker,,,, ,,Nei,,"103 935,206","6 468 589,382"
163,"Bekk ok nedstrøms, men ser svært begrenset ut oppstrøms. Bekk burde utbedres med tanke på jordbruk og kulverter under jorder. ",Nei,0,,25.0,Høvågveien (Øreslandsbekken),Ja,,,, ,,Nei,,"102 846,864","6 468 550,188"
164,Kulvert helt grei. Tør bekk nedstrøms. Vandring mulig ved høyere vannstand. ,Nei,0,,20.0,Høvåg ,Nei,,,, ,,Nei,,"102 601,485","6 469 307,469"
165,"Denne ser ut til å ligge litt for dypt, og regner med det er mye slam og kvist innvendig, regner med denne er vanskelig å vandre gjennom ",Nei,0,,40.0,Høvåg ,Ja,,,, ,,Nei,,"102 901,743","6 469 665,752"
166,"Bør nok gjennomspyles. Kulvert i seg selv ikke hinder sannsynligvis, men bekk nedstrøms er for bratt for vandring oppover ",Nei,0,,10.0,Høvåg ,Nei,,,, ,,Nei,,"103 116,2","6 469 696,535"
167,"Grei kulvert, et av de 2 rørene er litt tett nedstrøms. Veldig fint bekkeløp og ser laks/sjøørret nedstrøms(smolt) ",,,,,,,,,, ,,Nei,,"104 086,373","6 470 188,652"
168,"Leder ikke til noe serlig bekk, mest myr ",Nei,0,,25.0,Høvåg ,Ja,,,, ,,Nei,,"105 427,263","6 469 645,484"
169,Fine kulverter ikke fylkesvei ,Ja,0,Stor naturlig kulp 40-50cm dyp nå. Fin ,40.0,Høvåg ,Nei,,,, ,,Nei,,"103 632,735","6 470 755,052"
170,"Avstand opp mot kulvert sannsynligvis lavere. Men er nok hinder for en del fisk, ikke barriere ",,80,,35.0,,Usikker,,,, ,,Nei,,"103 008,568","6 470 984,503"
171,Grei kulvert. Ok bekk. Ser ut som mye avrenning fra pukkverk i vannet. Så en fisk nedstrøms. ,Nei,5,,25.0,Høvåg ,Nei,,,, ,,Nei,,"99 525,762","6 470 966,771"
172,Bør renskes oppstrøms. Mulig vandringshinder hvis der e mye dropp. Mulig ok. Lang og stor og ser ut til å beholde naturlig bunn ihvertfall en stund ,Nei,0,,30.0,Høvåg ,Ja,,,, ,,Nei,,"104 115,849","6 471 891,411"
173,"Fin kulvert, god vannføring og fin bekk. Ikke hinder ",Nei,0,,40.0,Høvåg ,Nei,,,, ,,Nei,,"103 914,949","6 473 335,681"
174,"Kulvert sannsynligvis grei, veldig tør. Men usikker på stigning på bekk lengre nede. ",Nei,0,,0.0,Høvåg ,Nei,,,, ,,Nei,,"104 255,845","6 473 959,387"
175,Finner ikke nedstrøms ,,,,,,,,,, ,,Nei,,"106 103,842","6 472 344,718"
176,"Grei kulvert, fin liten bekk. ",Nei,10,,20.0,Høvåg ,Nei,,,, ,,Nei,,"106 575,412","6 474 478,157"
177,"Kulvert ligger helt under vann, ser ikke utløp. Mulig vanskelig å vandre gjennom. Vann renner gjennom. Mulig hinder ",Nei,0,,80.0,Lillesand ,Usikker,,,, ,,Nei,,"107 387,153","6 472 807,532"
178,"Fin kulvert, fint bekkeløp",Nei,0,,10.0,Lillesand ,Nei,,,, ,,Nei,,"108 216,652","6 475 629,517"
179,"Stor grei kulvert, ikke vandringshinder. Lite vegetasjon langs bekk, men bekk ok ",Nei,2,,20.0,Lillesand ,Nei,,,, ,,Nei,,"108 996,364","6 474 619,993"
180,"Ikke vandringshinder for anadrom fisk, mulig hinder for ål. Kan bli litt lav vannhøyde siden kulvert er så brei. Sannsynligvis helt ok. Kunne hatt noe terskler i kulvert. ",Nei,30,,40.0,Lillesand ,Usikker,,,, ,,Nei,,"109 239,621","6 474 553,261"
181,Underdimensjonert kulvert med tanke på lengde. Usikker på hvordan denne er å vandre gjennom.  Brakkvann nedstrøms. ,Nei,0,,15.0,Lillesand ,Usikker,,,,2,,Nei,,"111 255,061","6 472 191,958"
182,"Ikke hinder, leder ut på jorde ",Nei,0,,0.0,Lillesand ,Nei,,,, ,,Nei,,"109 555,036","6 473 909,699"
183,"Hvis kulvert går som på kartet, er utløpet gravd ned and kvist og kvast. Ser åpning lenger nede fra kulvert inder sykkelsti. Bør utbedres hvis dette stemmer. Sannsynligvis vandringshinder ",,,,,Lillesand ,Ja,,,, ,,Nei,,"110 536,368","6 474 674,498"
184,"Denne brua er grei, men her kan bekk stenges hvis der havner mye kvist og søppel ned ",Nei,0,,50.0,Lillesand ,Nei,,,, ,,Nei,,"112 507,947","6 476 788,68"
185,Fint bekkeløp oppstrøms og nedstrøms. Ikke hinder. Plastterskler inni kulvert. ,Nei,0,,10.0,Mandal ,Nei,,,, ,,Nei,,"59 209,56","6 461 173,184"
186,"Fin kulver, ser fisk og er bra bekkeløp. Laget laksetrap i tilleg ",Ja,0,"Flere kulper, kunstig laksetrap støp, med flere bassengers ",30.0,Mandal ,Nei,,,, ,,Nei,,"59 222,914","6 461 241,116"
187,Fin gammel steinkulvert. Ikke vandringshinder. ,Nei,0,,25.0,Mandal ,Nei,,,, ,,Nei,,"59 187,183","6 461 390,799"
188,"Vannet renner under steiner som er rast nedi, denne vil være hinder og bør ryddes ut ",Nei,40,,10.0,Mandal ,Ja,,,, ,,Nei,,"59 191,333","6 461 416,973"
189,"Kulvert i seg selv ikke hinder, men er veldig stigning på begge sider. Sannsynligvis ikke en bekk som vandres. ",Nei,30,,5.0,Mandal ,Usikker,,,, ,,Nei,,"58 571,152","6 464 140,846"
190,Kulvert noe høyt over vannflate. Død fisk i vannet? Denne vil være hinder for ål. Noe anadrom fisk kan nok passere ,Nei,50,,50.0,Mandal ,Usikker,,,, ,,Nei,,"59 821,705","6 465 564,737"
191,Veldig lav vannføring. Kulvert kun sannsynlig hinder for ål. Mulig noe tau hadde vært fint ,Nei,20,,5.0,Mandal ,Usikker,,,, ,,Nei,,"60 076,537","6 466 252,078"
192,Fin steinkulvert. Ikke hinder for ål eller anadrom fisk. Ser fisk nedstrøms ,Nei,0,,30.0,Mandal ,Nei,,,, ,,Nei,,"60 301,164","6 466 508,619"
193,Kulvert egentlig fin. Men blir begrenset av mye stein nedstrøms. Som muligens vil kunne være hinder hvis det samler seg kvist. Ok for ål og anadrom fisk. Ser grei Aure oppstrøms.,Nei,10,,25.0,Mandal ,Usikker,,,, ,,Nei,,"60 630,384","6 467 523,791"
194,"Denne er fin, og ål bør kunne klatre opp til kulvert. Siden det er en slakk Bakke opp. Ikke hinder ",Ja,20,50 cm dyp naturlig kulp. Fin. Dannes av instrupning av Steen lengre nede ,50.0,Mandal ,Nei,,,, ,,Nei,,"60 912,297","6 473 221,884"
195,"Samme som forigge, støpt fin slak ingang til kulvert. Ikke hinder ",Nei,15,,40.0,Mandal ,Nei,,,, ,,Nei,,"60 972,124","6 473 274,301"
196,Ser mye fisk nedstrøms. Men noe brakk bekk. Usikker i forhold til ål. Fisk sannsynligvis ok.,Nei,0,,10.0,Mandal ,Nei,,,, ,,Nei,,"59 516,6","6 472 382,819"
197,En terskel før innløp til kulverter. Hinder for både anadrom fisk og ål. Mulig ål kunne gjennomvandret med noe tau eller annet de kunne klatret på. Men blir bratt mot kulvert.,Ja,80,Noe antydning til naturlig kulp nedstrøms. Liten kulp ,40.0,Mandal ,Ja,,,, ,,Nei,,"59 412,073","6 472 479,125"
198,"Bekk veldig gjengrodd og begrenset oppstrøms mot innsjøe. Kulvert litt høy og liten. Begrenset bekk nedstrøms. Hvis der kommer ål opp, så er kulvert hinder for ål ",Nei,15,,25.0,Mandal ,Usikker,,,, ,,Nei,,"57 467,427","6 473 221,18"
199,"Kulvert tett i forkant av kvist, gammel bru 5 meter lengre nede også tett oppstrøms av kvist. Barriere for ål og anadrom fisk ",,,,,Mandal ,Ja,,,, ,,Nei,,"57 731,498","6 473 085,288"
200,Mye fisk nedstrøms. Men er nok ikke fisk som har vandret opp. Fin kulvert og greit habitat i bekk.,Nei,,,30.0,Mandal ,Nei,,,, ,,Nei,,"59 753,068","6 477 969,311"
201,"Grei kulvert, vandring fra innsjø til innsjø. ",Nei,0,,20.0,Mandal ,Nei,,,, ,,Nei,,"57 472,295","6 480 234,545"
202,"Høyt opp mot kulvert, men bør kunne vandres av anadrom fisk. Mye Aure nedstrøms, som er fanget i kulp ved vannstand som er nå. Vanskelig for ål opp mot kulvert ",Ja,70,"Semi naturlig kulp, ikke bekk etter kulp sånn som vannstand er nå ",30.0,Mandal ,Ja,Ja,Nei,OmfattendeUtbedring,1,ser veldig lovende ut. Sannsynlig mye habitat oppstrøms,Nei,,"60 285,54","6 480 753,673"
203,"Ser stor Aure nedstrøms, men er terskel før kulvert. Og innløp mot kulvert er grodd igjen. Blir hinder for ål og fisk. Men sannsynligvis ikke 100% barriere ",Nei,60,,20.0,Mandal ,Ja,,,, ,,Nei,,"59 851,654","6 482 261,219"
204,Kulvert ok. Men bekk oppstrøms er ekstremt bratt og kan ikke vandres opp. ,Nei,0,,10.0,Mandal ,Usikker,,,, ,,Nei,,"56 749,403","6 483 771,371"
205,Skal være mye større vannføring for vandring her. Veldig bratt ,Nei,60,,0.0,Mandal ,Ja,,,, ,,Nei,,"62 252,856","6 482 557,563"
206,"Veldig lav vannføring, og stillestående vann, med mye slam. Ikke bra fiskehabitat nedstrøms. Lav gjennomføring av vann ",Nei,0,,20.0,Mandal ,Usikker,,,, ,,Nei,,"65 173,892","6 483 044,744"
207,"Bedre bekk her en lengre oppstrøms. Sandete bunn, ser fisk. Grei å vandre gjennom ",Nei,0,,5.0,Mandal ,Nei,,,, ,,Nei,,"65 368,396","6 482 962,637"
208,"Veldig lav vannføring. Ikke nødvendigvis vandringshinder, hvis det kommer fisk hit ",Nei,5,,0.0,Mandal ,Nei,,,, ,,Nei,,"66 556,059","6 483 519,242"
209,"Helt tør bekk, og noe igjengrodd innløp. Skal mye vann her for st fisk skal kunne vandre. Sannsynlig bare drenering ",Nei,0,,0.0,Mandal ,Ja,,,, ,,Nei,,"66 503,716","6 484 847,882"
210,"Mesteparten av vannet går gjennom en mindre kulvert, som ser ut som vandringshinder siden den er tett.",Nei,60,,15.0,Mandal ,Usikker,,,, ,,Nei,,"64 116,973","6 487 280,04"
211,"Ser ikke helt utløp, sannsynligvis bare drenering fra landbruk. ",Nei,,,,Mandal ,Nei,,,, ,,Nei,,"66 092,152","6 486 069,754"
212,"Grei kulvert, ikke hinder. Blir fin bekk nedstrøms. Igjengrodd bekk oppstrøms ",Nei,0,,30.0,Mandal ,Nei,,,, ,,Nei,,"66 178,984","6 486 368,542"
213,Kulvert sannsynligvis grei. Fint habitat nedstrøms ,Nei,0,,20.0,Mandal ,Nei,,,, ,,Nei,,"66 316,61","6 487 046,362"
214,"Fin kulvert, ikke hinder ",Nei,0,,15.0,Mandal ,Nei,,,, ,,Nei,,"66 595,134","6 487 994,921"
215,"Bru i bredde, ikke vandringshinder. Noe gjengroing under bru. Ser fisk nedstrøms ",Nei,0,,40.0,Mandal ,Nei,,,, ,,Nei,,"68 672,708","6 486 179,142"
216,Stor og grei bru. Ikke hinder. Men noe gjengroing nedstrøms ,Nei,0,,15.0,Mandal ,Nei,,,, ,,Nei,,"69 887,977","6 482 244,388"
217,Ok kulverter. Bekk noe gjengrodd. Stillestående vann. Men bør kunne passeres av fisk ,Nei,0,,25.0,Mandal ,Nei,,,, ,,Nei,,"70 179,795","6 480 888,167"
218,Noe usikker i forhold til vandring med tanke på lengde av kulvert. Men menneskeskapt bekkeløp nedstrøms er fint. Veldig tørt nå. Ikke noe vann ,Ja,0,"Menneskeskapt kulp, stor og bred. 2 meter dyp(ikke nå)",0.0,Tvedestrand ,Usikker,,Uklart,,1,,Nei,,"147 332,452","6 512 365,455"
219,"Bygg er revet og mye av kulvert er oppe i dagen, bekk sannsynlig hinder på grunn av stigning opp mot vegen. Og lengden på kulvert. Men ser noe fisk nedstrøms. Denne bør sjekkes ",Nei,0,,20.0,Tvedestrand ,Ja,,,,IkkePrioritert,Finner ikke kulverten pga privat hage. Kan ikke gjøre noe. Ligger langt under veien ,'Ja',,"147 411,164","6 514 160,832"
220,"Grei kulvert, mye slam i sediment. Ikke hinder ser fisk oppstrøms. Mulig noe ålehinder med stigningen opp mot kulvert. ",Nei,20,,30.0,Tvedestrand ,Nei,,,, ,,Nei,,"149 303,86","6 514 316,947"
221,"Denne er vandringshinder, flere meter uten vann opp mot kulvert. Tenker denne er barriere for all oppstrøms vandring ",Nei,600,,0.0,Tvedestrand ,Ja,,,,IkkePrioritert,"5 meter opp, rører ligger igjennom vegkropp, vannet siger andre steder, røret går i rør 60 m nedstrøms under hus/hage",'Ja',,"152 912,513","6 513 133,02"
222,Tiltak utført i 2025,Ja,25,"Naturlig liten men dyp kulp, skal gå greit å hoppe opp ",60.0,Tvedestrand ,Ja,,Nei,MindreUtbedring,1,"liten kulp i forkant (30 cm terskel), erosjonssikring ",'Ja',,"153 695,007","6 513 524,753"
223,"Ok kulvert sannsynligvis, vannet er veldig stillestående og mye sediment og slam ",Nei,0,,20.0,Tvedestrand ,Nei,,,, ,,Nei,,"153 856,003","6 513 608,212"
224,"Små plaststikkrenner, ikke passende for fisk og passere. Heller ikke særlig habitat oppstrøms. Hovedsak drenering fra landbruk ",Nei,0,,20.0,Tvedestrand ,Ja,,,,IkkePrioritert,"ok, to rør som ligger greit. ok",'Ja',,"154 187,394","6 513 655,896"
225,"Kulvert lander på en sandstrand, mulig denne kan vandres ved veldig mye høyere vann, men tenker det er usannsynlig ",Nei,40,,0.0,Tvedestrand ,Ja,,,, ,,Nei,,"155 532,617","6 514 045,566"
226,"Kom oppstrøms, ikke ordentlig bekk oppstrøms heller ",,,,,Tvedestrand. ,Usikker,,Nei,,IkkePrioritert,"Bru, ikke hinder",Nei,,"155 517,664","6 514 041,048"
227,"Denne bør være ok, er hinder lengre opp i bekken i form av demning, noe bratt oppstrøms, men fisk bør kunne passere. Ok ",Nei,0,,10.0,Tvedestrand ,Nei,,,, ,,Nei,,"157 745,334","6 515 738,55"
228,"Kulvert ikke bra, men heller ikke hinder. Liten og dårlig vannkvalitet nedstrøms. Lite habitat oppstrøms. Sannsynligvis ok. ",Nei,0,,40.0,Tvedestrand ,Usikker,,,,IkkePrioritert,Ikke vandringshinder,Nei,,"159 244,588","6 515 836,172"
229,"Veldig mye slam og sediment i bekk, ingen vannføring. Mulig noe fisk kan passere ved veldig gode forhold, ellers hinder. ",Nei,30,,15.0,Tvedestrand ,Ja,,,,IkkePrioritert,Ikke fiskeførende og alt ligger for høyt,Nei,,"157 361,473","6 516 260,461"
230,"Selve kulvert ok, grei vannføring og stor i diameter. Se annet punkt, er demning lengre nede ",Nei,0,,40.0,Tvedestrand ,Usikker,,,,IkkePrioritert,"Røret er ok, ikke vandringshinder",Nei,,"157 153,842","6 517 892,996"
231,"Kulvert noe hinder, ved lav vannføring lekker kulvert vann, og bekk er helt tør nedstrøms. Mulig bedre ved høyere vannføring ",Nei,30,,0.0,Tvedestrand ,Ja,,Ja,,0,,Nei,,"157 151,15","6 517 846,149"
232,"Noe gjengrodd nedstrøms, plastkulvert. Sannsynligvis ikke hinder ",Nei,0,,30.0,Risør ,Nei,,,,,,'Nei',,"169 890,002","6 526 093,602"
233,"2 små kulverter, noe stengt av kvist oppstrøms. Grei vannføring, men noe hinder.",Nei,0,,20.0,Hødnebøveien (forbindelse mellom Skarvann og Lonene),Ja,,Ja,LettRensk,0,,Nei,,"168 707,121","6 527 581,282"
234,"Grei gammel kulvert, noe tømmerstokker invendig, som hindrer vandring ved veldig lav vannstand, men ellers ok. ",Nei,10,,5.0,Risør ,Nei,,,, ,,Nei,,"169 111,754","6 529 128,805"
235,"Denne er vandringshinder, men fisk bør kunne passere ved bru på siden ",Nei,500,,200.0,SSS-veien (Breidungen/Dalsvann til Nordfjorden),Ja,,,,IkkePrioritert,Dette er en demning -må være slik for å holde vannstanden i vannet,'Ja',,"159 666,307","6 527 513,091"
236,"Fin kulvert, noe usikker på vandring på grunn av lengde ",Nei,0,,10.0,Mandal ,Usikker,,,, ,,Nei,,"69 590,967","6 475 384,569"
237,"Vandringshinder for ål, ligger en flat stein foran utløp til kulvert. Og rør stikker ut av vegg ",Nei,40,,20.0,Mandal ,Ja,,,, ,,Nei,,"67 973,236","6 475 509,972"
238,"Veldig gammel kulvert, usikker på om det vil kunne komme nok vann til at fisk og ål skal kunne vandre her. ",Nei,220,,0.0,Mandal ,Ja,,,, ,,Nei,,"66 324,158","6 474 879,796"
239,"Veldig høyt opp mot kulvert, plus at denne lekker foran slik at vann ikke passerer gjennom kulvert. Hinder for ål og fisk ",Nei,250,,10.0,Mandal ,Ja,,,, ,,Nei,,"66 316,286","6 474 899,41"
240,"Fin kulvert, ikke hinder. Mye fisk nedstrøms (Aure/sjøaure)",Nei,0,,20.0,Mandal ,Nei,,,, ,,Nei,,"64 911,977","6 472 082,69"
241,"Veldig høy på oppsiden, vandringshinder, ikke nødvendigvis barriere. ",Nei,0,,5.0,Mandal ,Ja,,,, ,,Nei,,"63 524,093","6 471 911,84"
242,"Grei kulvert, bør ikke være hinder ",Nei,2,,40.0,Mandal ,Nei,,,, ,,Nei,,"64 901,308","6 471 002,4"
243,"Selve kulvert ikke hinder, men bekk nedstrøms ser begrenset ut. Ser dog noen rumpetroll. Usikker på vandring opp fra elv hit ",Nei,0,,15.0,Mandal ,Nei,,,, ,,Nei,,"66 135,092","6 470 773,046"
244,"Merkelig bekkeløp nedstrøms. Usikker på om bekk er egnet for fisk. Kulvert isåfall kanskje mulig å passere, usikker",Nei,20,,15.0,Mandal ,Usikker,,,, ,,Nei,,"67 641,265","6 471 062,1"
245,Fin stor kulvert. Stål med betong ned mot bekk. Ikke hinder ,Nei,0,,20.0,Mandal ,Nei,,,, ,,Nei,,"68 740,294","6 471 123,706"
246,"Tenker disse er hinder for ål, mulig Aure kan passere kulvert, selv om disse vil slite med demning på andre siden ",Nei,15,,30.0,Mandal ,Ja,,,, ,,Nei,,"70 589,955","6 470 516,361"
247,"Plastkulvert, helt grei. Ikke hinder. Men noe lav vannføring ",Nei,0,,15.0,Mandal ,Nei,,,, ,,Nei,,"71 224,763","6 468 825,435"
248,"Tenker denne er grei å passere for fisk, ved litt høyere vannføring. Sannsynligvis hinder for ål, hvis det er ål her. ",Nei,15,,10.0,Mandal ,Nei,,,, ,,Nei,,"72 608,866","6 468 507,852"
249,"Hinder, veldig mye stigning og alt for høyt opp mot kulvert",Nei,700,,5.0,Mandal ,Nei,,,, ,,Nei,,"72 814,137","6 467 681,595"
250,"Grei stikkrenne, ikke hinder.",Nei,0,,20.0,Mandal ,Nei,,,, ,,Nei,,"72 986,09","6 467 706,008"
251,"Ser fisk nedstrøms, noe stillestående vann. Fint substrat, ikke hinder ",Nei,0,,50.0,Mandal ,Nei,,,, ,,Nei,,"73 232,774","6 467 556,84"
252,"Grei kulvert, noe bratt bekk oppstrøms. Ser fisk på begge sider av kulvert.",Nei,4,,40.0,Kristiansand ,Nei,,,, ,,Nei,,"73 235,148","6 467 217,747"
253,"Grei kulvert, fint habitat og mye fisk nedstrøms. Ikke hinder ",Nei,0,,20.0,Kristiansand ,Nei,,,, ,,Nei,,"73 352,093","6 467 180,673"
254,"Noe høyde mot kulvert, men bør gå bra for fisk, men kan være hinder for ål. Mye fisk nedstrøms. ",Ja,30,"Dyp naturlig kulp, holder igjen groet med vann, er 2 meter dypp på dypeste. ",50.0,Kristiansand ,,,,, ,,Nei,,"73 495,236","6 467 211,679"
255,"Noe lav vannføring nå, men regner med denne er fin med meir vann. ",Nei,20,,10.0,Kristiansand ,Nei,,,, ,,Nei,,"73 727,987","6 467 213,27"
256,"Se kart, er det demning lengre oppstrøms? Men kulverter ok, ene med vannføring lekker litt, men bør kunne passeres ",Nei,20,,10.0,Kristiansandn,Usikker,,,, ,,Nei,,"73 519,92","6 465 814,395"
257,"Ikke hinder, men ligger noe tegl inni kulvert, som blokerer noe, ellers ok.",Nei,0,,5.0,Søgne ,Nei,,,, ,,Nei,,"74 250,129","6 462 609,824"
258,"Grei kulvert nedstrøms, ok oppstrøms ",Nei,0,,20.0,Søgne ,,,,, ,,Nei,,"74 295,68","6 462 510,696"
259,"Grei kulvert, fisk nedstrøms. Ikke hinder. Lav vannføring nå, mulig noe lekk i kulvert ",Ja,5,"Naturlig brei kulp, ikke dyp. Men holder fisk ",30.0,Søgne ,Nei,,,, ,,Nei,,"74 288,031","6 462 528,139"
260,"Noe tett oppstrøms Veldig lav vannstand, men grei kulvert ",Nei,0,,4.0,Søgne ,Usikker,,,, ,,Nei,,"74 289,213","6 462 190,133"
261,"Grei kulvert, noe søppel, men ikke hinder ",Nei,0,,10.0,Søgne ,,,,, ,,Nei,,"71 567,828","6 462 682,973"
262,"Grei kulvert, ikke hinder ",Nei,0,,30.0,Søgne ,Nei,,,, ,,Nei,,"69 389,121","6 464 006,051"
263,"Grei kulvert, ikke hinder ",Nei,10,,30.0,Søgne ,Nei,,,, ,,Nei,,"69 270,189","6 464 073,444"
264,Bare drenering ,,,,,,Usikker,,,, ,,Nei,,"73 982,503","6 460 498,417"
265,"Veldig stillestående vann, kulvert ok. Fisk oppstrøms ",Nei,0,,40.0,Søgne ,Nei,,,, ,,Nei,,"73 882,724","6 460 213,371"
266,"Tenker vandringshinder siden det er mye mellomrom mellom betongelementer i kulvert, vil derfor lekke mye vann. Kulvert veldig tør ",Nei,5,,20.0,Søgne ,Ja,,,, ,,Nei,,"73 070,396","6 460 023,373"
267,"Ikke hinder nødvendigvis, men veldig gjengrodd bekk, stillestående vann ",Nei,0,,15.0,Søgne ,Nei,,,, ,,Nei,,"72 423,412","6 460 115,389"
268,"Kulvert helt under vann, mye gjengroing og rør fylt av slam. Burde spyles ",Nei,0,,20.0,Søgne ,Ja,,,, ,,Nei,,"72 369,834","6 460 076,361"
269,"Grei kulvert, ikke hinder ",Nei,0,,30.0,Søgne ,Nei,,,, ,,Nei,,"72 426,723","6 459 696,131"
270,Noe usikker på vandring på grunn av lengde og vannføring. Men bør gå fint ,Nei,0,,10.0,Søgne ,Usikker,,,, ,,Nei,,"72 231,016","6 460 244,96"
