GA2,ga,Nedstrøms Objekt ID i kart app,Oppstrøms ID,SF 2026 ID,Kommentar,Kulp_nedstrøms,Avstand til kulp,Beskrivelse av kulp,Vanndybde_nedstrøms,Stedsnavn,Vurderin vandringshinder,x,y,OBJECTID,Kommentar.1,Vanndybde_oppstrøms,Innvendig diameter,Innv diam mm,Lengde,Vurdering_vannføring,Vurdering vannhastighet,Stedsnavn.1,Vurdering_oppgangshinder,x.1,y.1,Justert konsekvens,Vurderin vandringshinder.1,identifikasjon_lokalId,kommentar utfyllende,Bilde gruppe,FK kommentar,Regine,NVDB,Dublett,Kom til NVDB,Statsveg/fylkesveg,Vassdrag, Er stikkrenna/kulverten et problem for fiskevandring?,Hva er problemet?,"Diameter (cm) (omtrentlig, noen er anslåelser derom det var vanskelig å komme nærme nok kulverten for å måle)",Kommentar stikkord,OBJ.VEGOBJEKT-ID,VSR.VEGSYSTEMREFERANSE,EGS.BRUKSOMRÅDE.6981,"EGS.DIAMETER, INNVENDIG (MM).3113","EGS.BREDDE, INNVENDIG (MM).4548","EGS.HØYDE, INNVENDIG (MM).4549","EGS.DIAMETER, INNVENDIG (MM).3113.1",EGS.HAR INNLØPSRIST.1923,EGS.LENGDE (M).1323,EGS.MATERIALTYPE.6983,EGS.SPESIELLE PROBLEM.4562,EGS.GJENNOMLØP FOR ELV/BEKK.10223,LOK.GEOMETRI,LOK.TYPEVEG,EGS.TILLEGGSINFORMASJON.10771,LOK.KOMMUNE,EGS.TVERRSNITTSFORM.6984,EGS.TYPE UTLØP.1940,Stikk_bru
725.0,1116.0,SF 2026,,1116.0,"delvis nedgravd, liten terskel nedstrøms men ikke et hinder med litt vannføring",,,,,,,,,,,,,,,,,,,,,Ikke hinder,B,024-533-R,"delvis nedgravd, liten terskel nedstrøms men ikke et hinder med litt vannføring",Lyngdal Farsund Vanse,ok,024.7C,86162498,-767,,Søndre vei v. rødlandsveien,Fidjan-Løgan- nesheimvatnet bekkefelt,B,,120,betongrør,86162498.0,FV470 S1D1 m7023,Vann,1100.0,,,1100.0,,20.0,Betong,,,POINT Z (11497.636 6468126.438 7.182),Enkel bilveg,,Farsund,Sirkulær,I bekk/elv,StikkKulv
727.0,1118.0,SF 2026,,1118.0,,,,,,,,,,,,,,,,,,,,,,Ikke hinder,B,024-482-R,,Lyngdal Farsund Vanse,ok,024.44Z,86162916,418,,Kjørkleivveien,Åptafjorden bekkefelt,B,,110,betongrør,86162916.0,FV4104 S1D1 m17584,Vann,1000.0,,,1000.0,,7.0,Betong,,,POINT Z (16473.531 6481627.334 113.23),Enkel bilveg,,Farsund,Sirkulær,Kum,StikkKulv
751.0,1142.0,SF 2026,,1142.0,uforsvarlig å kontrollere,,,,,,,,,,,,,,,,,,,,,,,020-433-R,uforsvarlig å kontrollere,,ingen foto,020.A6,86226577,63661,,toppdalsveien,Vesbekken ved toppdalselva,,,,,86226577.0,RV41 S1D1 m3456,Vann,800.0,,,800.0,Nei,57.49,Betong,,Ja,POINT Z (94270.603 6471551.5 9.437),Enkel bilveg,Renna går i en bue.,Kristiansand,Sirkulær,Åpen grøft,StikkKulv
728.0,1119.0,SF 2026,,1119.0,"delvis nedgravd m. naturlig substrat i bunnen, fisk observert ved bruk",,,,,,,,,,,,,,,,,,,,,Ikke hinder,B,024-482-R,"delvis nedgravd m. naturlig substrat i bunnen, fisk observert ved bruk",Lyngdal Farsund Vanse,ok,024.44Z,86162935,-63642,,Kjørkleivveien,Åptafjorden bekkefelt,B,,110,betongrør,86162935.0,FV4104 S1D1 m17308,Vann,1000.0,,,1000.0,,8.0,Betong,,,POINT Z (16326.582 6481399.284 109.029),Enkel bilveg,,Farsund,Sirkulær,I bekk/elv,StikkKulv
730.0,1121.0,SF 2026,,1121.0,"Vandringshinder rett oppstrøms Sprangreitjødn (86163012) ved lav (?) vannstand, store fisk observerte",,,,,,,,,,,,,,,,,,,,,Partiell,C,024-482-R,"Vandringshinder rett oppstrøms Sprangreitjødn (86163012) ved lav (?) vannstand, store fisk observerte",Lyngdal Farsund Vanse,sjekk om tiltak er nødvendig,024.44Z,86163025,90,,Kjørkleivveien,Åptafjorden bekkefelt,C,C1,80,natursein,86163025.0,FV4104 S1D1 m15719,Vann,,800.0,800.0,800.0,,6.0,Naturstein,,,POINT Z (15200.352 6480994.982 189.485),Enkel bilveg,,Farsund,Rektangulær,I bekk/elv,StikkKulv
671.0,1062.0,SF 2026,,1062.0,"ligger litt høyt i bekken derav lite vanngjennomløp, hopp for å nå utløpet ~20",,,,,,,,,,,,,,,,,,,,,Absolutt,D,021-746-R,"ligger litt høyt i bekken derav lite vanngjennomløp, hopp for å nå utløpet ~20",Brennåsen til Hægeland,løft bekk,021.B6C,86103375,-59650,,Vestbygda v. hus nr. 64,Sandlandsvannet bekkefelt,D,"A1,A2,B1,C",100,Betongrør,86103375.0,FV3934 S2D1 m6269,Vann,1000.0,,,1000.0,Nei,12.83,Betong,,Ja,POINT Z (72633.339 6491581.784 255.445),Enkel bilveg,,Vennesla,Sirkulær,I bekk/elv,StikkKulv
804.0,1195.0,SF 2026,,1195.0,"Avhenger litt av vannføring, generell stygg kulvert men fungere dersom det er nok vann. Røret ligger egentlig litt for høy i bekken og hadde fungert bedre dersom den lå lengre nede. ",,,,,,,,,,,,,,,,,,,,,Ikke hinder,B/C,019-510-R,"Lav vannføring, men god plasering av kulvert, mangler naturlig substrat. Kan også ha med høyvann og lavvann å gjøre ettersom denne ligger i saltvann. Ser ingen problemer for fiskeføring dersom den generelle vanst\anden ikkke var lav. Ok dypde i bekken oppstrøms, vanskelig å se kulverten oppstrøms pga vegetsjon derfor kun bilde nedstrøms",Grimstad til Kristiansand kystveien,ok,019.2161Z,1019486375,933383000,,Hesnesveien husnr. 41,Vikkilen bekkefelt,B/C,C1,100,betongrør,1019486375.0,FV3620 S1D1 m752,Vann,800.0,1100.0,1000.0,800.0,Nei,5.0,Naturstein,,Ja,POINT Z (127148.132 6486770.732 1.659),Enkel bilveg,,Grimstad,Rektangulær,I bekk/elv,StikkKulv
810.0,1201.0,SF 2026,,1201.0,"to rør hvorav ett flomrør, mulig med noen terskler innad for å heve vannstanden, fisk observert opp og nedstrøms, lav vannstand akkurat nå",,,,,,,,,,,,,,,,,,,,,Ikke hinder,,024-303-R,,,ingen foto,024.17Z,1026127112,6640737,,Jåsundveien,Grønnsfjorden bekkefelt,,,,,1026127112.0,FV4078 S2D1 m4742,Vann,800.0,800.0,800.0,800.0,Nei,7.58,Betong,,Ja,POINT Z (34960.748 6465950.753 54.588),Enkel bilveg,,Lyngdal,Sirkulær,I skråning/terreng,StikkKulv
760.0,1151.0,SF 2026,,1151.0,"en del steiner i kulverten og oppstrøms, litt lav vannstand, kan være nyttig med dypål her",,,,,,,,,,,,,,,,,,,,,Partiell,C,023-168-R,"en del steiner i kulverten og oppstrøms, litt lav vannstand, kan være nyttig med dypål her",Audna Vigeland,Kan være grei denne. Sjekk på nytt,023.A121Z,86331988,-939795124,,Audnedalsveien 460 ved regevika,Audna- Spilling til melhusfossen bekkefelt,C,"C1,  ",170,Naturstein,86331988.0,FV460 S2D1 m6091,Vann,850.0,500.0,1000.0,850.0,Nei,25.0,Naturstein,"Vegetasjonstetting, innløp",,POINT Z (50263.501 6468332.612 16.111),Enkel bilveg,,Lindesnes,Rektangulær,,StikkKulv
710.0,1101.0,SF 2026,,1101.0,"Lite vannføring, hopp ut av kulverten oppstøms (~20cm)",,,,,,,,,,,,,,,,,,,,,Partiell,C,020-433-R,"Lite vannføring, hopp ut av kulverten oppstøms (~20cm)",Tovdalselva,løft bekk,020.A6,86131054,-200934,,Dønnestadsveien v.nr. 3910,Topdalselva bekkefelt,C,,120,firkantet betongrør,86131054.0,FV3910 S1D1 m4254,Vann,,900.0,1400.0,900.0,,32.0,Betong,,,POINT Z (97277.737 6475534.891 6.005),Enkel bilveg,,Kristiansand,Rektangulær,,StikkKulv
732.0,1123.0,SF 2026,,1123.0,Mye vegetasjon nedstrøms gjør bedømning vanskelig,,,,,,,,,,,,,,,,,,,,,Ikke hinder,B,025-1-R,Mye vegetasjon nedstrøms gjør bedømning vanskelig,Lyngdal Farsund Vanse,ok,025.2Z,86163478,32424,,Kjørkleivveien,"Fedafjorden, bekkefylt fra aust.",B,,80,plastrør,86163478.0,FV4104 S1D1 m7546,Vann,800.0,,,800.0,,11.0,Plast,,,POINT Z (10960.095 6477857.746 96.935),Enkel bilveg,,Farsund,Sirkulær,I bekk/elv,StikkKulv
741.0,1132.0,SF 2026,,1132.0,"anlegsområde og skoghost i området, ser litt skittet ut men skal ikke være noe hinder",,,,,,,,,,,,,,,,,,,,,Ikke hinder,B,022-886-R,"anlegsområde og skoghost i området, ser litt skittet ut men skal ikke være noe hinder",,ingen foto,022.4B,86180143,16665,,Gjervoldstadveien 3996 v. ommundsvatnet,Sjølingstadbekken bekkefelt,B,,120,betongrør,86180143.0,FV4002 S1D1 m6467,Vann,900.0,,,900.0,,10.0,Betong,,,POINT Z (54432.165 6462368.332 132.926),Enkel bilveg,,Lindesnes,Sirkulær,I bekk/elv,StikkKulv
743.0,1134.0,SF 2026,,1134.0,ikke prioritert med vi kjørte over og ville ha den med. Ser ok ut. Veldig liten bekk ,,,,,,,,,,,,,,,,,,,,,Ikke hinder,B,023-137-R,ikke prioritert med vi kjørte over og ville ha den med. Ser ok ut. Veldig liten bekk ,Audna Vigeland,ikke hinder,023.A21,86189657,9514,,"Vallemoen 4058, liten bekk ved husnr 151",Melhusfossen til kittelbekken bekkefelt,B,,80,betongrør,86189657.0,FV4058 S1D1 m1564,Vann,,900.0,1000.0,900.0,,5.89,Naturstein,,,POINT Z (47899.855 6465421.274 3.833),Enkel bilveg,,Lindesnes,Rektangulær,Kum,StikkKulv
755.0,1146.0,SF 2026,,1146.0,"ok, generell litt lite vannstrøm i bekken",,,,,,,,,,,,,,,,,,,,,Ikke hinder,B,023-94-R,"ok, generell litt lite vannstrøm i bekken",Audna Vigeland,ikke hinder,023.B110,86331876,142219,,Audnedalsveien ved trylandsmo,Audna - helle til tryland bekkefelt,B,,140,firkant naturstein,86331876.0,FV460 S2D1 m18428,Vann,,900.0,1200.0,900.0,,9.0,Naturstein,,,POINT Z (50625.453 6478863.253 35.785),Enkel bilveg,,Lindesnes,Rektangulær,,StikkKulv
757.0,1148.0,SF 2026,,1148.0,ingen vannføring i bekken ved befring,,,,,,,,,,,,,,,,,,,,,Neppe fiskeførende,-,023-131-R,ingen vannføring i bekken ved befring,Audna Vigeland,Helt tørr????,023.A22,86331895,19,,Audnedalsveien v. Vigemostad,Audna-Tryland til Spilling bekkefelt,-,C1,100,Naturstein,86331895.0,FV460 S2D1 m16790,Vann,,900.0,1100.0,900.0,,7.0,Naturstein,,,POINT Z (50344.142 6477376.248 32.738),Enkel bilveg,,Lindesnes,Rektangulær,,StikkKulv
759.0,1150.0,SF 2026,,1150.0,"en liten terskel ved utløpet, som muligens ikke er et hinder ved høyere vannstand",,,,,,,,,,,,,,,,,,,,,Partiell,C,023-131-R,"en liten terskel ved utløpet, som muligens ikke er et hinder ved høyere vannstand",Audna Vigeland,Bekken bør løftes for å fjerne terskel i utløpet. Evt trengs det kulp,023.A22,86331920,25,,Audnedalsveien v.Jogglebekken,Audna-Tryland til Spilling bekkefelt,C,"A1,A2,A3,B1,C1",140,Naturstein,86331920.0,FV460 S2D1 m13348,Vann,,900.0,1700.0,900.0,,9.0,Naturstein,,,POINT Z (51299.426 6474374.668 30.897),Enkel bilveg,,Lindesnes,Rektangulær,,StikkKulv
815.0,1206.0,SF 2026,,1206.0,god vannstrøm,,,,,,,,,,,,,,,,,,,,,Partiell,C,023-94-R,"lite vannføring oppstrøms ved tørke, mye kvister som demmer opp utløpet",Audna Vigeland,usikker- konsekvens,023.B110,296046353,209714433,,Audnedalsveien v. Gislefoss,Audna - helle til tryland bekkefelt,C,C1,100,Betongrør,296046353.0,FV460 S2D1 m21875,,900.0,,,900.0,,,Betong,,,POINT Z (51574.043 6481821.214 66.145),Enkel bilveg,,Lyngdal,,,StikkKulv
612.0,1003.0,SF 2026,,1003.0,"OK, god vannføring på tross for at det pumpes ut vann til landbruk",,,,,,,,,,,,,,,,,,,,,Ikke hinder,B,020-259-R,"OK, god vannføring på tross for at det pumpes ut vann til landbruk",Grimstad til Birkeland,ok,020.1C,84426486,dubl,,nord-øst for beislandvannet,"Stigelva, bekkefelt",B,,160,betongrør,84426486.0,FV3596 S2D1 m8353,Vann,1000.0,,,1000.0,,9.0,Betong,,,POINT Z (111467.834 6487529.464 182.31),Enkel bilveg,,Grimstad,,,StikkKulv
613.0,1004.0,SF 2026,,1004.0,"Litt lite vannføring, men dyp nok for fiskevandring, blir bedre på høsten",,,,,,,,,,,,,,,,,,,,,Ikke hinder,B,019-488-R,"Litt lite vannføring, men dyp nok for fiskevandring, blir bedre på høsten",Grimstad til Birkeland,ok,019.2D,84426570,dubl,,nygrenda v. Stømne,"Reddalsåna, bekkefelt",B,,120,dobbel betongrør,84426570.0,FV3596 S2D1 m4434,Vann,1000.0,,,1000.0,,16.0,Betong,,,POINT Z (114521.409 6486302.77 185.698),Enkel bilveg,,Grimstad,,,StikkKulv
619.0,1010.0,SF 2026,,1010.0,"høyt stup nedstrøms kombinert med steiner foran inngangen gjør det ikke mulig for fisk å ta sats, også ved høyere vannstand, kun bilde nedstrøms, mye rot i form av greiner blokkerer inngangen, dersom denne hadde blitt demnet opp ville ikke fisken tjent mye habitat, ville ikke prioritert denne",,,,,,,,,,,,,,,,,,,,,Absolutt,D,020-267-R,"høyt stup nedstrøms kombinert med steiner foran inngangen gjør det ikke mulig for fisk å ta sats, også ved høyere vannstand, kun bilde nedstrøms, mye rot i form av greiner blokkerer inngangen, dersom denne hadde blitt demnet opp ville ikke fisken tjent mye habitat, ville ikke prioritert denne",Grimstad til Kristiansand kystveien,er det fisk her?,020.110,84428091,1521,,gamleveien 3678 på helldal v. husnr. 170,Kaldvellfjorden bekkefelt,D,"C1, A1, A2, B1",100,betongrør,84428091.0,FV3678 S1D1 m220,Vann,1000.0,,,1000.0,Nei,10.0,Betong,,Ja,POINT Z (113740.244 6477705.779 5.762),Enkel bilveg,,Lillesand,Sirkulær,I bekk/elv,StikkKulv
622.0,1013.0,SF 2026,,1013.0,"samme bekk som de to over som er helt tørr enkelte steder, men dersom det hadde vært bedre vannføring kan det noen av problemene løses. Ingen statsekulp, lite hopp på 20cm og ingen naturlig substrat i kulverten",,,,,,,,,,,,,,,,,,,,,Partiell,C,019-493-R,"samme bekk som de to over som er helt tørr enkelte steder, men dersom det hadde vært bedre vannføring kan det noen av problemene løses. Ingen statsekulp, lite hopp på 20cm og ingen naturlig substrat i kulverten",Grimstad til Kristiansand kystveien,sjekkes for tiltak,019.A23Z,84431268,3177,,lia ved husnr. 41,"Temse, bekkefelt",C,"A1, A2, A3, B1, C1",100,betongrør,84431268.0,FV3634 S1D1 m170,,1000.0,,,1000.0,,6.0,Betong,,,POINT Z (128906.599 6489113.164 19.606),Enkel bilveg,,Grimstad,,,StikkKulv
624.0,1015.0,SF 2026,,1015.0,"ikke vann der nå, helt sommertørr, men ser på substratet at det vanligvis er vann her, kan tenktes at det oppstår et lite hopp på 10-15cm ellers ok ",,,,,,,,,,,,,,,,,,,,,Partiell,C,020-280-R,"ikke vann der nå, helt sommertørr, men ser på substratet at det vanligvis er vann her, kan tenktes at det oppstår et lite hopp på 10-15cm ellers ok ",Grimstad Kristiansand,"tørt, løft bekk",020.32,84431878,dubl,,Skottevigveien v. hellekilen,"Bliksfjorden - Røynevardsfjorden, bekkefelt",C,"C1, A2",120,betongrør,84431878.0,FV3644 S1D1 m3399,Vann,1000.0,,,1000.0,Nei,4.0,Betong,,Ja,POINT Z (102069.087 6464358.342 7.753),Enkel bilveg,,Lillesand,Sirkulær,I bekk/elv,StikkKulv
566.0,566.0,571,569,,Kulvert ser ikke ut som vandringshinder. Lav vannføring når denne ble undersøkt. Derfor tåkete og stillestående vann. ,Nei,0,0,60.0,Tvedestrand ,Nei,"491 271,603","6 498 594,886",569.0,"to rør, noe stein og kvist i forkant, kult 1 m før rør",0.0,0.0,,12.0,Lav,Lav,0,0.0,"491 265,242","6 498 604,814",Ikke hinder,Nei,018-270-R,0,,,018.C12,84453704,21826,,,Storelva Ubergsvann - Songevann bekkefelt,,,,,84453704.0,FV3718 S2D1 m10814,Vann,1000.0,,,1000.0,Nei,,Betong,,,POINT Z (143152.336 6514965.269 38.45),Enkel bilveg,,Tvedestrand,Sirkulær,Kum,StikkKulv
125.0,125.0,130,133,,"Sannsynligvis hinder, mulig barriere. Bør ses på. Litt høyde mot kulverter. 3 rør totalt. 2 som kanskje kan vandres. Usikker på hinder, siden jeg ikke ser igjennom rørene. Vann går ikke 100% gjennom kulvert. Noe lekkasje. Derfor mulig hinder. ",Nei,30,0,50.0,Songeveien ,Ja,"499 961,15","6 505 882,267",133.0,"masse kvist og avfall fra greiene over kulvert.... elva renner godt, klart hinder klare ikke se kulvert",15.0,0.0,,0.0,Middels,Middels,Risør,0.0,"499 946,061","6 505 901,631",Absolutt,Ja,018-205-R,0,,,018.32Z,84453727,23,,,"Songebekken, inkl. bekkefelt",,,,,84453727.0,FV3442 S2D1 m617,Vann,1000.0,,,1000.0,Nei,12.0,Betong,,,POINT Z (152474.461 6521461.039 28.177),Enkel bilveg,,Tvedestrand,Sirkulær,,StikkKulv
652.0,1043.0,SF 2026,,1043.0,"Denne var litt vanskelig å bedømme ettersom utløpet innløpet ikke var tilgjengelig for observasjon. Røret starter i vallesverdfjorden går under fjellet. Røret hadde god vanndypde, men røret er lang og vanskelig å se om den munner ut i bekken på andre siden av fv420 eller som den går skrått opp slik som det står i veikart. Hvis dette røret går gjennom fjellet er dette delvis nedgraved røret et genialt tiltak for å forbinde fjorden og en potesiell gytebekk derav bedømmelse B, men kan også være et hinder om ikke røret ligger rett. Røret er det opp for å først gå under lauvigveien, derav tre bilder ",,,,,,,,,,,,,,,,,,,,,Ikke hinder,B?,020-407-R,"Denne var litt vanskelig å bedømme ettersom utløpet innløpet ikke var tilgjengelig for observasjon. Røret starter i vallesverdfjorden går under fjellet. Røret hadde god vanndypde, men røret er lang og vanskelig å se om den munner ut i bekken på andre siden av fv420 eller som den går skrått opp slik som det står i veikart. Hvis dette røret går gjennom fjellet er dette delvis nedgraved røret et genialt tiltak for å forbinde fjorden og en potesiell gytebekk derav bedømmelse B, men kan også være et hinder om ikke røret ligger rett. Røret er det opp for å først gå under lauvigveien, derav tre bilder ",Grimstad til Kristiansand kystveien,må sjekkes,020.3110,84798417,344690,,lauvigveien til elva som passerer sagvollen,"Steindalsfjorden, bekkefelt",B?,C3?,100,betongrør,84798417.0,FV420 S12D1 m87,Vann,1000.0,,,1000.0,Nei,28.0,Betong,,Ja,POINT Z (103806.932 6471680.602 9.477),Enkel bilveg,,Lillesand,Sirkulær,I bekk/elv,StikkKulv
663.0,1054.0,SF 2026,,1054.0,"stillestående, god vannmengde",,,,,,,,,,,,,,,,,,,,,Ikke hinder,B,022-767-R,"stillestående, god vannmengde",Mandalsområdet_Mandalselva,ok,022.321,86102179,dubl,,tregdeveien 4228,Harkmark bekkefelt bekk til osnesvatnet,B,,100,betongrør,86102179.0,FV4228 S1D1 m8544,Vann,1000.0,,,1000.0,,12.0,Betong,,,POINT Z (64543.968 6456347.988 1.768),Enkel bilveg,,Lindesnes,Sirkulær,I bekk/elv,StikkKulv
666.0,1057.0,SF 2026,,1057.0,"steinflate foran utløpet, oppstrøms steinete foss",,,,,,,,,,,,,,,,,,,,,Absolutt,C (D for ørret),022-786-R,"steinflate foran utløpet, oppstrøms steinete foss",Mandalsområdet_Mandalselva,sjekk for fisk,022.322,86102356,177,,tregdeveien 4228,Buøysund indre bekkefelt,C (D for ørret),,80-100,firkant naturstein,86102356.0,FV4228 S1D1 m2032,Vann,,1000.0,1000.0,1000.0,,9.0,Naturstein,,,POINT Z (59970.531 6454136.105 3.392),Enkel bilveg,,Lindesnes,Rektangulær,,StikkKulv
668.0,1059.0,SF 2026,,1059.0,"God vannføring, ingen hinder. Liten innsnevring i bekken som dytter vannet langs veien",,,,,,,,,,,,,,,,,,,,,Ikke hinder,B,022-789-R,"God vannføring, ingen hinder. Liten innsnevring i bekken som dytter vannet langs veien",Mandalsområdet_Mandalselva,ok,022.32A,86103239,dubl,,tregdeveien,Mannefjorden bekkefelt,B,,2 x 110,2 halvrør i hardplast,86103239.0,FV230 S1D1 m943,Vann,1000.0,,,1000.0,,8.0,Stål,,,POINT Z (58366.779 6456464.771 24.806),Enkel bilveg,,Lindesnes,Sirkulær,I bekk/elv,StikkKulv
672.0,1063.0,SF 2026,,1063.0,"ligger for høyt i bekken, for lite gjennomløp, bekken selv er heller ikke dyp nok",,,,,,,,,,,,,,,,,,,,,Absolutt,D,021-746-R,"ligger for høyt i bekken, for lite gjennomløp, bekken selv er heller ikke dyp nok",Brennåsen til Hægeland,høyt hopp,021.B6C,86103381,142,,Vestbygde husnr. 68,Sandlandsvannet bekkefelt,D,A1 A2 A3 B1 C,100,betongrør,86103381.0,FV3934 S2D1 m6162,Vann,1000.0,,,1000.0,,11.57,Betong,,,POINT Z (72678.303 6491490.562 255.843),Enkel bilveg,Egen geometri målt på topp av stikk,Vennesla,Sirkulær,I bekk/elv,StikkKulv
673.0,1064.0,SF 2026,,1064.0,mulig noe lav vannstand,,,,,,,,,,,,,,,,,,,,,Ikke hinder,B,022-674-R,mulig noe lav vannstand,Brennåsen til Hægeland,ikke hinder,022.1C30,86103618,237,,Hønemyrvegen ved husnr 591,Songdalselva bekkefelt,B,,100,Betongrør + lite flomrør,86103618.0,FV3934 S1D1 m5983,Vann,1000.0,,,1000.0,,13.69,Betong,,,POINT Z (70252.497 6486431.362 289.217),Enkel bilveg,,Kristiansand,Sirkulær,I bekk/elv,StikkKulv
674.0,1065.0,SF 2026,,1065.0,"liten hopp 10cm ved inngang, kanskje ikke noe problem ved høyere vannstand, rot ved inngangen",,,,,,,,,,,,,,,,,,,,,Partiell,C,022-674-R,"liten hopp 10cm ved inngang, kanskje ikke noe problem ved høyere vannstand, rot ved inngangen",Brennåsen til Hægeland,"flere rør, kamskje OK",022.1C30,86103648,30,,Hønemyrvegen ved husnr 483,Songdalselva bekkefelt,C,A1,100,Betongrør + lite flomrør,86103648.0,FV3934 S1D1 m4890,Vann,1000.0,,,1000.0,,12.14,Betong,,,POINT Z (70823.666 6485611.948 248.802),Enkel bilveg,,Kristiansand,Sirkulær,I bekk/elv,StikkKulv
675.0,1066.0,SF 2026,,1066.0,"Bratt hellning på kulverten, bratt stigning oppstrøms, ikke egnet til fiskevandring",,,,,,,,,,,,,,,,,,,,,Absolutt,D,022-879-R,"Bratt hellning på kulverten, bratt stigning oppstrøms, ikke egnet til fiskevandring",Brennåsen til Hægeland,er det fisk her?,022.AC5,86103833,185,,Hønemyrvegen ved husnr 14c (fv102),Meåna,D,,120,firkant naturstein,86103833.0,FV3934 S1D1 m145,Vann,,700.0,1000.0,700.0,,9.0,Naturstein,,,POINT Z (70027.215 6482304.218 195.58),Enkel bilveg,,Kristiansand,Rektangulær,I bekk/elv,StikkKulv
676.0,1067.0,SF 2026,,1067.0,"betongplate lagt over bekkeløpet, store høydeforskjeller oppstrøms og nedstøms utgjør absolutte hinder for fiskevandring",,,,,,,,,,,,,,,,,,,,,Absolutt,-,021-1504-R,"betongplate lagt over bekkeløpet, store høydeforskjeller oppstrøms og nedstøms utgjør absolutte hinder for fiskevandring",Brennåsen til Hægeland,må sjekeks,021.A6B,86104177,344,,Tjomsåsveien,Røykneselva bekkefelt,-,-,260,Naturstein,86104177.0,FV3942 S1D1 m653,Vann,,1400.0,1500.0,1400.0,,6.0,Naturstein,,,POINT Z (78984.631 6487851.802 220.314),Enkel bilveg,,Vennesla,Rektangulær,I bekk/elv,StikkKulv
685.0,1076.0,SF 2026,,1076.0,Store fisk observert opp- og nedstrøms,,,,,,,,,,,,,,,,,,,,,Ikke hinder,B,022-827-R,Store fisk observert opp- og nedstrøms,Brennåsen til Hægeland,fisk,022.1B5B,86107146,2969,, Lolandsvegen v. hus nr. 3,Homselva - Fidjeåna - Stokkåns,B,,120,Plastrør 2x,86107146.0,FV3783 S1D1 m143,Vann,,1000.0,1100.0,1000.0,,5.0,Naturstein,,,POINT Z (80953.19 6482816.254 178.094),Enkel bilveg,,Vennesla,Rektangulær,I bekk/elv,StikkKulv
678.0,1069.0,SF 2026,,1069.0,"lite hopp nedstrøm, veldig langt plastrør kan evt påvirke hastigheten ved høy vannføring, litt lav vannstand",,,,,,,,,,,,,,,,,,,,,Partiell,C,022-872-R,"lite hopp nedstrøm, veldig langt plastrør kan evt påvirke hastigheten ved høy vannføring, litt lav vannstand",Nodeland_Øyslebø,sprang,022.AA1B,86105572,dubl,,Eiksåveien husnr. 370,Eidsåna ,C,"C1, A1, A2",120,plastrør,86105572.0,FV3976 S2D1 m6223,Vann,1000.0,,,1000.0,,14.0,Plast,,,POINT Z (67034.17 6470851.784 147.015),Enkel bilveg,,Lindesnes,Sirkulær,Åpen grøft,StikkKulv
680.0,1071.0,SF 2026,,1071.0,"Hinder oppstrøms så ikke veldig vits å fikse denne selv om det er mye som ikke stemmer, se bilde.",,,,,,,,,,,,,,,,,,,,,Absolutt,D,022-696-R,"Hinder oppstrøms så ikke veldig vits å fikse denne selv om det er mye som ikke stemmer, se bilde.",Nodeland_Øyslebø,høyt innhopp,022.2B0,86105734,dubl,,Eiksåsveien v. røyrvatnet,Trondstadvatnet bekkefelt,D,"A1, A2, C1",100,plastrør,86105734.0,FV3976 S2D1 m2181,Vann,1000.0,,,1000.0,,14.0,Plast,,,POINT Z (70591.268 6470521.33 171.869),Enkel bilveg,,Lindesnes,Sirkulær,I bekk/elv,StikkKulv
681.0,1072.0,SF 2026,,1072.0,"byttet fra betong oppstrøms til plast nedstrøms, vanskelig å si noe om hvordan det ser inni, men dette var en spesiell løsning. Den er ganske lang også dersom den krysset et veikryss. Lite vannføring i både kulvert og bekk, lite terskel nedstrøms på 10cm",,,,,,,,,,,,,,,,,,,,,Partiell,C,022-696-R,"byttet fra betong oppstrøms til plast nedstrøms, vanskelig å si noe om hvordan det ser inni, men dette var en spesiell løsning. Den er ganske lang også dersom den krysset et veikryss. Lite vannføring i både kulvert og bekk, lite terskel nedstrøms på 10cm",Nodeland_Øyslebø,sjekk,022.2B0,86106569,dubl,,Repstadveien v. myran,Trondstadvatnet bekkefelt,C,"A1, A2, C1, B1",100,betongrør,86106569.0,FV3976 S1D1 m8342,Vann,1000.0,,,1000.0,,23.0,Betong,,,POINT Z (72597.799 6468483.458 144.523),Enkel bilveg,,Kristiansand,Sirkulær,I bekk/elv,StikkKulv
682.0,1073.0,SF 2026,,1073.0,god vannføring og mengde i kulverten. Lite flomrør også,,,,,,,,,,,,,,,,,,,,,Ikke hinder,B,022-696-R,god vannføring og mengde i kulverten. Lite flomrør også,Nodeland_Øyslebø,3 bilder,022.2B0,86106641,dubl,,,Trondstadvatnet bekkefelt,B,,100,plastrør,86106641.0,FV3976 S1D1 m7080,Vann,1000.0,,,1000.0,,7.0,Plast,,,POINT Z (72997.025 6467701.8 112.138),Enkel bilveg,,Kristiansand,Sirkulær,I bekk/elv,StikkKulv
